From,To,AMCS
EMO,EMO,0.429398148148148
EMO,CSF,0.2430555555555554
EMO,STR,0.1156249999999998
EMO,SPF,0.2515432098765431
CSF,EMO,0.4618055555555553
CSF,CSF,0.6290509259259259
CSF,STR,0.1506944444444446
CSF,SPF,0.3047839506172838
STR,EMO,0.1909722222222222
STR,CSF,0.1377314814814815
STR,STR,0.887152777777779
STR,SPF,0.3595679012345679
SPF,EMO,0.4502314814814813
SPF,CSF,0.3784722222222224
SPF,STR,0.2079861111111106
SPF,SPF,0.6520061728395051
