From,To,AMCS
EMO,EMO,0.6051526717557252
EMO,SPF,0.4280360860513513
EMO,CSF,0.3439278278972917
EMO,STR,0.1753929052537051
SPF,EMO,0.2935114503816793
SPF,SPF,0.5399028452463571
SPF,CSF,0.319777931991674
SPF,STR,0.1999101930848685
CSF,EMO,0.2272900763358778
CSF,SPF,0.2902151283830681
CSF,CSF,0.6741151977793198
CSF,STR,0.2625954198473281
STR,EMO,0.4446564885496183
STR,SPF,0.2546842470506598
STR,CSF,0.1893129770992367
STR,STR,0.7711719802424749
